BOUNDARY_KEY,CREATE_USER_NAME,CREATE_TS,PREVIOUSLY_PUBLISHED_IND,DESCRIPTION,BEGIN_DATE,END_DATE,COMMENTS,MODIFY_USER_NAME,MODIFY_TS,DC4_DATUM_ID,CMC2_COORDINATE_METHOD_ID,PC2_PROXIMITY_ID,COLLECTOR_USER_NAME,COLLECTION_DATE,OIC_OBJECT_OF_INTEREST_ID,VSC1_VERIFICATION_STATUS_ID,VERIFICATION_DATE,VERIFIER_USER_NAME,PRIMARY_FACILITY_ID,PRIMARY_FACILITY_NAME,PRIMARY_SITE_ID,PRIMARY_SITE_NAME,PRIMARY_SITE_ADDRESS_LINE_1,PRIMARY_SITE_ADDRESS_LINE_2,PRIMARY_SITE_CITY,PRIMARY_SITE_ZIP5,PRIMARY_SITE_ZIP4,PRIMARY_SITE_STATE,PRIMARY_SITE_PROGRAM_TYPE_KEY,PRIMARY_SITE_MANAGING_PROGRAM,PRIMARY_SITE_DEP_OFFICE,PRIMARY_SITE_WMD,PRIMARY_SITE_DOCUMENTS,BOUNDARY_CONTROL_ID,BOUNDARY_CONTROL_NAME,BOUNDARY_MECHANISM_COUNTIES,BOUNDARY_MECHANISM_CATEGORIES,BOUNDARY_MECHANISM_TYPES,BOUNDARY_MECHANISM_BOOK_NUMS,BOUNDARY_MECHANISM_PAGE_NUMS,BOUNDARY_MECHANISM_INSTR_NUMS,BOUNDARY_MECHANISM_EFF_DATES,BOUNDARY_RESTRICTIONS,BOUNDARY_CONTAMINATED_MEDIA,BOUNDARY_CONTAMINATIONS,BOUNDARY_ENGINEERING_CONTROLS,ALL_FACILITY_IDS,ALL_FACILITY_NAMES,ALL_SITE_IDS,ALL_SITE_NAMES,OBJECTID
268,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:53+00,Y,EC MAINTENANCE|GROUNDWATER USE RESTRICTION,2017/11/07 00:00:00+00,,"This property has three parcel id number: (484221110010, 484221110011 and 484221110020)",WILLIAMS_CA,2020/12/17 11:56:40+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:53+00,SWIM,REVIEWED,,,FIESTA-42322,Palm Aire Country Club,ERIC_6838,3100 WEST ATLANTIC PARCELS,3100 WEST ATLANTIC  BOULEVARD,,Pompano Beach,33069,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6838/gis-facility!search,IC-1361,"WEST ATLANTIC BOULEVARD APARTMENTS INVESTORS, LLC",Broward,Recorded ICs,Declaration of Restrictive Covenant,5.3,1-20,,07-NOV-17,"EC Maintenance-Legacy, Groundwater Use","Groundwater, Soil",Metal-Arsenic-Legacy,"Impermeable cap, None, Permeable cap",FIESTA-42322,Palm Aire Country Club,ERIC_6838,3100 WEST ATLANTIC PARCELS,2104
849,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:33+00,Y,LSSI NFA ORDER,2018/06/08 00:00:00+00,,"Limited groundwater (GW) assessment completed under LSSI Program. Minimal on-site contamination levels met LSSI NFA criteria. Do not use GW for drinking water or irrigation. For clarification, contact DEP LSSI Coordinator.",,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:33+00,SWIM,REVIEWED,,,STCM-8500397,CHEVRON #47826,ERIC_7017,CHEVRON #47826,1214 AIRPORT ROAD,,PANAMA CITY,32405,,FL,PETROLEUM,Petroleum Restoration Program,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7017/gis-facility!search,IC-1363,CHEVRON #47826,Bay,LSSI NFA Orders      ,LSSI NFA Order,NA,NA,,08-JUN-18,LSSI,Groundwater,PAH-Polycyclic Aromatic Hydrocarbons-Legacy,Impermeable cap,STCM-8500397,CHEVRON #47826,ERIC_7017,CHEVRON #47826,2105
1165,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:55+00,Y,GROUNDWATER USE RESTRICTION,2018/06/20 00:00:00+00,," Added Dewatering and Stormwater Features Restriction	",WILLIAMS_CA,2021/08/09 10:59:54+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:55+00,SWIM,NOT REVIEWED,,,STCM-8944008,WM RECYCLING POMPANO,ERIC_6954,W M RECYCLING POMPANO,1951 NORTH POWERLINE ROAD,,Pompano Beach,33069,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6954/gis-facility!search,IC-1365,W M RECYCLING POMPANO,"Broward, Broward","Recorded ICs, Recorded ICs","Declaration of Restrictive Covenant, Declaration of Restrictive Covenant",115151972,1-18,115151972,"20-JUN-18, 20-JUN-18","Dewatering, Groundwater Use, Stormwater Features",Groundwater,"Aluminum, Inorganic Nonmetallic-Legacy, Iron, Metal-Aluminum-Legacy, Metal-Other-Legacy, SO42-",None,STCM-8944008,WM RECYCLING POMPANO,ERIC_6954,W M RECYCLING POMPANO,2109
434,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:04+00,Y,EC MAINTENANCE|GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2018/04/18 00:00:00+00,,"There are 2 DRCs: one for the golf course as identified here and one for the maintenance facility.  Two data sheets are, therefore, being submitted for this site.",WILLIAMS_CA,2023/07/13 14:48:13+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:04+00,SWIM,NOT REVIEWED,,,STCM-9101821,FT LAUDERDALE COUNTRY CLUB,ERIC_6953,FORT LAUDERDALE COUNTRY CLUB - GOLF COURSE,415 EAST COUNTRY CLUB CIRCLE,,Fort Lauderdale,33317,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6953/gis-facility!search,IC-1367,FORT LAUDERDALE COUNTRY CLUB - GOLF COURSE,Broward,Recorded ICs,Declaration of Restrictive Covenant,115021035,,,18-APR-18,"EC Maintenance-Legacy, Groundwater Use, Land Use","Groundwater, Soil",Metal-Arsenic-Legacy,"Impermeable cap, None",STCM-9101821,FT LAUDERDALE COUNTRY CLUB,ERIC_6953,FORT LAUDERDALE COUNTRY CLUB - GOLF COURSE,2112
850,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:33+00,Y,EC MAINTENANCE|GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2018/06/20 00:00:00+00,,"There are 2 DRCs: one for the golf course as identified here and one for the maintenance facility.  Two data sheets are, therefore, being submitted for this site.",WILLIAMS_CA,2023/07/13 14:56:27+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:33+00,SWIM,NOT REVIEWED,,,STCM-9101821,FT LAUDERDALE COUNTRY CLUB,ERIC_6953,FORT LAUDERDALE COUNTRY CLUB - GOLF COURSE,415 EAST COUNTRY CLUB CIRCLE,,Fort Lauderdale,33317,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6953/gis-facility!search,IC-1368,FORT LAUDERDALE COUNTRY CLUB - MAINTENANCE FACILITY,Broward,Recorded ICs,Declaration of Restrictive Covenant,115152591,,,20-JUN-18,"EC Maintenance-Legacy, Groundwater Use, Land Use","Groundwater, Soil",Metal-Arsenic-Legacy,"Impermeable cap, None",STCM-9101821,FT LAUDERDALE COUNTRY CLUB,ERIC_6953,FORT LAUDERDALE COUNTRY CLUB - GOLF COURSE,2115
1128,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:52+00,Y,GROUNDWATER USE RESTRICTION,2015/08/07 00:00:00+00,,Instrument # 113160755  pages 1 to 9 (Book Number is no longer used).   Inorganic nonmetallic is ammonia.  Other metal is iron.,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:52+00,SWIM,REVIEWED,,,FIESTA-130147,FLORIDA GAS TRANSMISSION CO,ERIC_6965,FLORIDA GAS TRANSMISSION CO LL,2700 NE 33rd St, ,Pompano Beach,33069,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6965/gis-facility!search,IC-913,FLORIDA GAS TRANSMISSION CO LL,Broward,Recorded ICs,Declaration of Restrictive Covenant,NA,NA,,07-AUG-15,Groundwater Use,Groundwater,"Inorganic Nonmetallic-Legacy, Metal-Aluminum-Legacy, Metal-Other-Legacy, Phenols-Legacy",None,FIESTA-130147,FLORIDA GAS TRANSMISSION CO,ERIC_6965,FLORIDA GAS TRANSMISSION CO LL,2118
1015,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:44+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2018/06/25 00:00:00+00,," Added Groundwater Use, Dewatering, Stormwater Features, Land Use restrictions",WILLIAMS_CA,2023/07/13 13:05:43+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:44+00,SWIM,NOT REVIEWED,,,STCM-9804368,PETRO OPERATING CO-BLACKJACK CREEK,ERIC_7009,PETRO OPERATING COMPANY - BLACKJACK CREEK FACILITY,4940 BLACKJACK PLANT ROAD,,Jay,32565,,FL,RESPONSPARTY,Responsible Party Cleanup,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7009/gis-facility!search,IC-1369,PETRO OPERATING COMPANY - BLACKJACK CREEK FACILITY,,,,,,,,,,,,STCM-9804368,PETRO OPERATING CO-BLACKJACK CREEK,ERIC_7009,PETRO OPERATING COMPANY - BLACKJACK CREEK FACILITY,2120
1026,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:45+00,Y,DIGGING RESTRICTION|GROUNDWATER USE RESTRICTION,2017/05/15 00:00:00+00,,"Property with Interim DRC: Boulevard Tires aka Patricia B Colevard Living Trust, 8120 S Orange Avenue, Orlando, FL 32809. The site also has institutional controls for commercial/industrial use.",WILLIAMS_CA,2023/08/02 09:24:24+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:45+00,SWIM,NOT REVIEWED,,,FIESTA-62071,CL Industries,ERIC_7290,C L INDUSTRIES (WOODBURY CHEMINCAL CO),8188 SOUTH ORANGE AVENUE,,Orlando,32859,,FL,"BROWNFIELDS, RESPONSPARTY","Brownfield Site Rehabilitation, Responsible Party Cleanup",CD,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7290/gis-facility!search,IC-1263,C L INDUSTRIES (WOODBURY CHEMINCAL CO),Orange,Recorded ICs,Interim Restrictive Covenant,NA,NA,,15-MAY-17,"Digging, Groundwater Use","Groundwater, Soil","Metal-Arsenic-Legacy, Pesticides  (Includes Herbicides, Fungicides and Insecticides)-Legacy, VOH - Volatile Organic Hydrocarbons-Legacy",None,FIESTA-62071,CL Industries,ERIC_7290,C L INDUSTRIES (WOODBURY CHEMINCAL CO),2123
419,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:03+00,Y,GROUNDWATER USE RESTRICTION,2018/03/26 00:00:00+00,, Added Dewatering and Stormwater Features Restriction,WILLIAMS_CA,2021/02/15 16:30:16+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:03+00,SWIM,REVIEWED,,,FIESTA-127467,The Rise at Flagler Village,ERIC_6661,THE RISE FLAGLER VILLAGE,405 NORTHEAST 2ND STREET,,Fort Lauderdale,33301,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6661/gis-facility!search,IC-1298,THE RISE FLAGLER VILLAGE,"Broward, Broward","Recorded ICs, Recorded ICs","Declaration of Restrictive Covenant, Declaration of Restrictive Covenant",114968962,1-9,114968962,"26-MAR-18, 26-MAR-18","Dewatering, Groundwater Use, Stormwater Features",Groundwater,"Arsenic, Metal-Arsenic-Legacy",None,FIESTA-127467,The Rise at Flagler Village,ERIC_6661,THE RISE FLAGLER VILLAGE,2124
1156,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:55+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2018/02/12 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:55+00,SWIM,REVIEWED,,,STCM-8500359,FRASERS FOOD STORE,ERIC_6508,FRASERS FOOD STORE,7163 MOUNT VERNON STREET EAST,,GLEN SAINT MARY,32040,,FL,PETROLEUM,Petroleum Restoration Program,NED,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6508/gis-facility!search,IC-1299,FRASERS FOOD STORE,Baker,Recorded ICs,Interim Restrictive Covenant,NA,NA,,12-FEB-18,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8500359,FRASERS FOOD STORE,ERIC_6508,FRASERS FOOD STORE,2126
710,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:23+00,Y,DIGGING RESTRICTION|EC MAINTENANCE,2018/07/17 00:00:00+00,,"The building and appurtenances form the engineering control for the site; Brownfield Site ID BF291501001",,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:23+00,SWIM,REVIEWED,,,FIESTA-117127,Channelside Residences,ERIC_6946,CHANNELSIDE DISTRICT PROPERTY,222 NORTH 12TH STREET,,TAMPA,33602,,FL,,,SWD,SWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6946/gis-facility!search,IC-1370,CHANNEL SIDE DISTRICT PROPERTY,Hillsborough,Recorded ICs,Declaration of Restrictive Covenant,25921,334-342,,17-JUL-18,"Digging, EC Maintenance-Legacy",Soil,"Metal-Arsenic-Legacy, PAH-Polycyclic Aromatic Hydrocarbons-Legacy",Impermeable cap,FIESTA-117127,Channelside Residences,ERIC_6946,CHANNELSIDE DISTRICT PROPERTY,2130
433,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:04+00,Y,GROUNDWATER USE RESTRICTION,2018/04/04 00:00:00+00,,,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:04+00,SWIM,REVIEWED,,,STCM-8734251,REMCO TRUCK SALES,ERIC_6916,FORMER PROFORMANCE PROPERTIES,2401 DINNEEN AVENUE,,ORLANDO,32804,,FL,,,CD,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6916/gis-facility!search,IC-1366,FORMER PROFORMANCE PROPERTIES,Orange,Recorded ICs,Declaration of Restrictive Covenant,NA,NA,,04-APR-18,Groundwater Use,Groundwater,Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8734251,REMCO TRUCK SALES,ERIC_6916,FORMER PROFORMANCE PROPERTIES,2132
435,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:05+00,Y,GROUNDWATER USE RESTRICTION,2018/05/11 00:00:00+00,," Added Groundwater Use, Dewatering, Stormwater Features restrictions",WILLIAMS_CA,2023/07/13 11:16:00+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:05+00,SWIM,NOT REVIEWED,,,FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,9001 WEST SAMPLE ROAD,,Pompano Beach,33065,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6956/gis-facility!search,IC-1371,FORMER BROKER WOODS GOLF COURSE - NORTH LOT #12,,,,,,,,,,,,FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,2133
267,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:53+00,Y,GROUNDWATER USE RESTRICTION,2018/05/02 00:00:00+00,," Added Groundwater Use, Dewatering, Stormwater Features restrictions",WILLIAMS_CA,2023/07/13 11:23:06+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:53+00,SWIM,NOT REVIEWED,,,FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,9001 WEST SAMPLE ROAD,,Pompano Beach,33065,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6956/gis-facility!search,IC-1372,FORMER BROKER WOODS GOLF COURSE - NORTH LOT #14,,,,,,,,,,,,FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,2134
1166,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:55+00,Y,GROUNDWATER USE RESTRICTION,2018/05/02 00:00:00+00,, Added Dewatering and Stormwater Features Restriction,WILLIAMS_CA,2021/11/16 10:50:12+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:55+00,SWIM,REVIEWED,,,FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,9001 WEST SAMPLE ROAD,,Pompano Beach,33065,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6956/gis-facility!search,IC-1373,FORMER BROKER WOODS GOLF COURSE - NORTH LOT #15,"Broward, Broward","Recorded ICs, Recorded ICs","Declaration of Restrictive Covenant, Declaration of Restrictive Covenant",115050021,1-9,115050021,"02-MAY-18, 02-MAY-18","Dewatering, Groundwater Use, Stormwater Features",Groundwater,"Arsenic, Metal-Arsenic-Legacy",None,FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,2135
1009,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:44+00,Y,EC MAINTENANCE|GROUNDWATER USE RESTRICTION,2018/02/08 00:00:00+00,, Added Dewatering and Stormwater Features and Digging Restriction,WILLIAMS_CA,2021/01/13 09:35:43+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:44+00,SWIM,REVIEWED,,,FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,9001 WEST SAMPLE ROAD,,Pompano Beach,33065,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6956/gis-facility!search,IC-1344,FORMER BROKER WOODS GOLF COURSE - NORTH,"Broward, Broward","Recorded ICs, Recorded ICs","Declaration of Restrictive Covenant, Declaration of Restrictive Covenant",,1-30,114937324,"08-FEB-18, 08-MAR-18","Dewatering, Digging, EC Maintenance-Legacy, Groundwater Use, Stormwater Features","Groundwater, Soil","Arsenic, Metal-Arsenic-Legacy","None, Permeable cap",FIESTA-116970,The Reserve at Coral Springs,ERIC_6956,FORMER BROKER WOODS GOLF COURSE - NORTH,2136
768,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:27+00,Y,DIGGING RESTRICTION|EC MAINTENANCE|GROUNDWATER USE RESTRICTION,2013/11/05 00:00:00+00,," Added Irrigation Use, Potable Use, Dewatering, Stormwater Features, Dewatering 62-621 Restriction",WILLIAMS_CA,2023/07/13 16:45:16+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:27+00,SWIM,NOT REVIEWED,,,FIESTA-127322,Hammer Haag Steel Inc,ERIC_7194,NEW ENGLAND PROPERTY/SHIELDS MARINE,12707 U.S. HIGHWAY 19 NORTH,,CLEARWATER,33764,,FL,,,SWD,SWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7194/gis-facility!search,IC-717,NEW ENGLAND PROPERTY/SHIELDS MARINE,,,,,,,,,,,,FIESTA-127322,Hammer Haag Steel Inc,ERIC_7194,NEW ENGLAND PROPERTY/SHIELDS MARINE,2139
1000,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:43+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/09/22 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:43+00,SWIM,REVIEWED,,,STCM-8502742,SUNSHINE #68,ERIC_6869,SUNSHINE #68,7705 NORTHWEST 88TH AVENUE,,TAMARAC,33321,,FL,PETROLEUM,Petroleum Restoration Program,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6869/gis-facility!search,IC-1300,SUNSHINE #68,Broward,Recorded ICs,Interim Restrictive Covenant,NA,NA,,22-SEP-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8502742,SUNSHINE #68,ERIC_6869,SUNSHINE #68,2141
842,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:32+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/03/01 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:32+00,SWIM,REVIEWED,,,STCM-8504238,SUNSHINE #132,ERIC_7115,SUNSHINE #132,1601 SOUTHWEST 37TH AVENUE,,MIAMI,33145,,FL,PETROLEUM,Petroleum Restoration Program,SD,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7115/gis-facility!search,IC-1301,SUNSHINE #132,Miami-Dade,Recorded ICs,Interim Restrictive Covenant,NA,NA,,01-MAR-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8504238,SUNSHINE #132,ERIC_7115,SUNSHINE #132,2143
1001,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:43+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/01/19 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:43+00,SWIM,REVIEWED,,,STCM-8511082,DIAMOND OIL SR 200,ERIC_7109,DIAMOND OIL SR 200,3711 SOUTHWEST COLLEGE ROAD,,OCALA,34474,,FL,PETROLEUM,Petroleum Restoration Program,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7109/gis-facility!search,IC-1302,DIAMOND OIL SR 200,Martin,Recorded ICs,Interim Restrictive Covenant,NA,NA,,19-JAN-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8511082,DIAMOND OIL SR 200,ERIC_7109,DIAMOND OIL SR 200,2145
117,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:43+00,Y,GROUNDWATER USE RESTRICTION,2015/09/18 00:00:00+00,,Low levels of chlorinated solvents may remain in groundwater following remedial actions,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:43+00,SWIM,REVIEWED,,,,,,,,,,,,,,,,,,IC-1303,FORMER PINELLAS DEPARTMENT OF ENERGY SITE (SWMU-15),Pinellas,Recorded ICs,Declaration of Restrictive Covenant,18926,880-888,,18-SEP-15,Groundwater Use,Groundwater,Chlorinated Solvents-Legacy,None,FIESTA-DOD_23,Usdoe Pinellas Plant - Martin Marietta,DOD_23_7358,FORMER PINELLAS DEPARTMENT OF ENERGY SITE (VINYLE CHLORIDE PLUME),2146
118,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:43+00,Y,GROUNDWATER USE RESTRICTION,2015/09/16 00:00:00+00,,Low levels of arsenic may remain in groundwater,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:43+00,SWIM,REVIEWED,,,,,,,,,,,,,,,,,,IC-1304,FORMER PINELLAS DEPARTMENT OF ENERGY SITE (WWNA),Pinellas,Recorded ICs,Declaration of Restrictive Covenant,18926,870-879,,16-SEP-15,Groundwater Use,Groundwater,Chlorinated Solvents-Legacy,None,FIESTA-DOD_23,Usdoe Pinellas Plant - Martin Marietta,DOD_23_7358,FORMER PINELLAS DEPARTMENT OF ENERGY SITE (VINYLE CHLORIDE PLUME),2147
843,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:32+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/09/22 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:32+00,SWIM,REVIEWED,,,STCM-8504022,SUNSHINE #510,ERIC_7114,SUNSHINE #510,8698 BIRD ROAD,,MIAMI,33155,,FL,PETROLEUM,Petroleum Restoration Program,SD,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7114/gis-facility!search,IC-1305,SUNSHINE #510,Miami-Dade,Recorded ICs,Interim Restrictive Covenant,30691,2754,,22-SEP-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8504022,SUNSHINE #510,ERIC_7114,SUNSHINE #510,2149
1016,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:44+00,Y,GROUNDWATER USE RESTRICTION,2018/06/20 00:00:00+00,," Added Dewatering 62-621, Groundwater Use, Dewatering, Stormwater Features, Potable Use  Irrigation Use Restrictions",WILLIAMS_CA,2023/07/13 16:53:35+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:44+00,SWIM,NOT REVIEWED,,,FIESTA-127322,Hammer Haag Steel Inc,ERIC_7194,NEW ENGLAND PROPERTY/SHIELDS MARINE,12707 U.S. HIGHWAY 19 NORTH,,CLEARWATER,33764,,FL,,,SWD,SWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7194/gis-facility!search,IC-1374,NEW ENGLAND PROPERTY/SHIELDS MARINE (DOWNGRADIENT PROPERTIES),,,,,,,,,,,,FIESTA-127322,Hammer Haag Steel Inc,ERIC_7194,NEW ENGLAND PROPERTY/SHIELDS MARINE,2151
557,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:13+00,Y,GROUNDWATER USE RESTRICTION,2017/10/27 00:00:00+00,,This encompasses ALL of the fields at the Gulfstream Polo Pud.,WILLIAMS_CA,2022/08/03 15:51:20+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:13+00,SWIM,NOT REVIEWED,,,STCM-8839104,GULFSTREAM POLO CLUB,ERIC_6913,FIELDS AT GULFSTREAM POLO  DIVOSTA HOMES PULTE,4550 POLO ROAD,,Lake Worth,33467,,FL,RESPONSPARTY,Responsible Party Cleanup,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6913/gis-facility!search,IC-1375,FIELDS AT GULFSTREAM POLO  DIVOSTA HOMES PULTE,"Palm Beach, Palm Beach","Recorded ICs, Recorded ICs","Declaration of Restrictive Covenant, Declaration of Restrictive Covenant","29434, 29434","1490, 1490-1501",,"27-OCT-17, 27-OCT-17","Dewatering, Groundwater Use, Land Use, Stormwater Features","Groundwater, Surface Water","Arsenic, Metal-Arsenic-Legacy",None,STCM-8839104,GULFSTREAM POLO CLUB,ERIC_6913,FIELDS AT GULFSTREAM POLO  DIVOSTA HOMES PULTE,2153
